0x81f3,uni2F84,CJK UNIFIED IDEOGRAPH-81F3
0x81fc,uni2F85,CJK UNIFIED IDEOGRAPH-81FC
0x820c,uni2F86,CJK UNIFIED IDEOGRAPH-820C
0x821b,uni2F87,CJK UNIFIED IDEOGRAPH-821B
0x821f,uni2F88,CJK UNIFIED IDEOGRAPH-821F
0x826e,uni2F89,CJK UNIFIED IDEOGRAPH-826E
0x8272,uni2F8A,CJK UNIFIED IDEOGRAPH-8272
0x8278,uni2F8B,CJK UNIFIED IDEOGRAPH-8278
0x864d,uni2F8C,CJK UNIFIED IDEOGRAPH-864D
0x864e,uni2EC1,CJK UNIFIED IDEOGRAPH-864E
0x866b,uni2F8D,CJK UNIFIED IDEOGRAPH-866B
0x8840,uni2F8E,CJK UNIFIED IDEOGRAPH-8840
0x884c,uni2F8F,CJK UNIFIED IDEOGRAPH-884C
0x8863,uni2F90,CJK UNIFIED IDEOGRAPH-8863
0x897e,uni2F91,CJK UNIFIED IDEOGRAPH-897E
0x897f,uni2EC4,CJK UNIFIED IDEOGRAPH-897F
0x898b,uni2F92,CJK UNIFIED IDEOGRAPH-898B
0x89d2,uni2F93,CJK UNIFIED IDEOGRAPH-89D2
0x8a00,uni2F94,CJK UNIFIED IDEOGRAPH-8A00
0x8c37,uni2F95,CJK UNIFIED IDEOGRAPH-8C37
0x8c46,uni2F96,CJK UNIFIED IDEOGRAPH-8C46
0x8c55,uni2F97,CJK UNIFIED IDEOGRAPH-8C55
0x8c78,uni2F98,CJK UNIFIED IDEOGRAPH-8C78
0x8c9d,uni2F99,CJK UNIFIED IDEOGRAPH-8C9D
0x8d64,uni2F9A,CJK UNIFIED IDEOGRAPH-8D64
0x8d70,uni2F9B,CJK UNIFIED IDEOGRAPH-8D70
0x8db3,uni2F9C,CJK UNIFIED IDEOGRAPH-8DB3
0x8eab,uni2F9D,CJK UNIFIED IDEOGRAPH-8EAB
0x8eca,uni2F9E,CJK UNIFIED IDEOGRAPH-8ECA
0x8f9b,uni2F9F,CJK UNIFIED IDEOGRAPH-8F9B
0x8fb0,uni2FA0,CJK UNIFIED IDEOGRAPH-8FB0
0x9091,uni2FA2,CJK UNIFIED IDEOGRAPH-9091
0x9149,uni2FA3,CJK UNIFIED IDEOGRAPH-9149
0x91c6,uni2FA4,CJK UNIFIED IDEOGRAPH-91C6
0x91cc,uni2FA5,CJK UNIFIED IDEOGRAPH-91CC
0x91d1,uni2FA6,CJK UNIFIED IDEOGRAPH-91D1
0x9577,uni2ED1,CJK UNIFIED IDEOGRAPH-9577
0x9580,uni2FA8,CJK UNIFIED IDEOGRAPH-9580
0x961c,uni2FA9,CJK UNIFIED IDEOGRAPH-961C
0x96b6,uni2FAA,CJK UNIFIED IDEOGRAPH-96B6
0x96b9,uni2FAB,CJK UNIFIED IDEOGRAPH-96B9
0x96e8,uni2FAC,CJK UNIFIED IDEOGRAPH-96E8
0x9751,uni2FAD,CJK UNIFIED IDEOGRAPH-9751
0x9752,uni2ED8,CJK UNIFIED IDEOGRAPH-9752
0x975e,uni2FAE,CJK UNIFIED IDEOGRAPH-975E
0x9762,uni2FAF,CJK UNIFIED IDEOGRAPH-9762
0x9769,uni2FB0,CJK UNIFIED IDEOGRAPH-9769
0x97cb,uni2FB1,CJK UNIFIED IDEOGRAPH-97CB
0x97ed,uni2FB2,CJK UNIFIED IDEOGRAPH-97ED
0x97f3,uni2FB3,CJK UNIFIED IDEOGRAPH-97F3
0x9801,uni2FB4,CJK UNIFIED IDEOGRAPH-9801
0x98a8,uni2FB5,CJK UNIFIED IDEOGRAPH-98A8
0x98db,uni2FB6,CJK UNIFIED IDEOGRAPH-98DB
0x98df,uni2FB7,CJK UNIFIED IDEOGRAPH-98DF
0x9996,uni2FB8,CJK UNIFIED IDEOGRAPH-9996
0x9999,uni2FB9,CJK UNIFIED IDEOGRAPH-9999
0x99ac,uni2FBA,CJK UNIFIED IDEOGRAPH-99AC
0x9aa8,uni2FBB,CJK UNIFIED IDEOGRAPH-9AA8
0x9ad8,uni2FBC,CJK UNIFIED IDEOGRAPH-9AD8
0x9adf,uni2FBD,CJK UNIFIED IDEOGRAPH-9ADF
0x9b25,uni2FBE,CJK UNIFIED IDEOGRAPH-9B25
0x9b2f,uni2FBF,CJK UNIFIED IDEOGRAPH-9B2F
0x9b32,uni2FC0,CJK UNIFIED IDEOGRAPH-9B32
0x9b3c,uni2EE4,CJK UNIFIED IDEOGRAPH-9B3C
0x9b5a,uni2FC2,CJK UNIFIED IDEOGRAPH-9B5A
0x9ce5,uni2FC3,CJK UNIFIED IDEOGRAPH-9CE5
0x9e75,uni2FC4,CJK UNIFIED IDEOGRAPH-9E75
0x9e7f,uni2FC5,CJK UNIFIED IDEOGRAPH-9E7F
0x9ea5,uni2FC6,CJK UNIFIED IDEOGRAPH-9EA5
0x9ea6,uni2EE8,CJK UNIFIED IDEOGRAPH-9EA6
0x9ebb,uni2FC7,CJK UNIFIED IDEOGRAPH-9EBB
0x9ec4,uni2EE9,CJK UNIFIED IDEOGRAPH-9EC4
0x9ecd,uni2FC9,CJK UNIFIED IDEOGRAPH-9ECD
0x9ed2,uni2FCA,CJK UNIFIED IDEOGRAPH-9ED2
0x9ef9,uni2FCB,CJK UNIFIED IDEOGRAPH-9EF9
0x9efd,uni2FCC,CJK UNIFIED IDEOGRAPH-9EFD
0x9f0e,uni2FCD,CJK UNIFIED IDEOGRAPH-9F0E
0x9f13,uni2FCE,CJK UNIFIED IDEOGRAPH-9F13
0x9f20,uni2FCF,CJK UNIFIED IDEOGRAPH-9F20
0x9f3b,uni2FD0,CJK UNIFIED IDEOGRAPH-9F3B
0x9f4a,uni2FD1,CJK UNIFIED IDEOGRAPH-9F4A
0x9f52,uni2FD2,CJK UNIFIED IDEOGRAPH-9F52
0x9f8d,uni2FD3,CJK UNIFIED IDEOGRAPH-9F8D
0x9f9c,uni2FD4,CJK UNIFIED IDEOGRAPH-9F9C
0x9fa0,uni2FD5,CJK UNIFIED IDEOGRAPH-9FA0
0xfe19,uni205D,PRESENTATION FORM FOR VERTICAL HORIZONTAL ELLIPSIS
0xfe30,uni205A,PRESENTATION FORM FOR VERTICAL TWO DOT LEADER
0xff0d,minus,FULLWIDTH HYPHEN-MINUS
0xff5e,uni301C,FULLWIDTH TILDE
